,Unnamed: 0,Unnamed: 0.1,First_Name,Last_Name,player_id,Position,Points,Free_Throw_Percent,Two_Pt_Percent,Three_Pt_Percent,Assists,Rebounds,Offensive_Rebounds,Steals,Personal_Fouls,Flagrant_Fouls,Tech_Fouls,Turnovers,Team,Home_Away,win,Team_points,Min_played,Crowd,Stadium_Cap,game_id,game_date,Player
126965,15221,15221,Kristaps,Porzingis,3c5901ef-af1d-441d-aeed-8e0a93cead49,F-C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Knicks,1,0,95,00:00,19812,19812,9b2f7b03-a5de-4125-8eaf-f0c7f1f636c7,2018-12-25T17:00:00+00:00,Kristaps Porzingis
126974,15230,15230,Christian,Wood,98100660-988b-4e71-a89e-f35839964483,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Bucks,0,1,109,00:00,19812,19812,9b2f7b03-a5de-4125-8eaf-f0c7f1f636c7,2018-12-25T17:00:00+00:00,Christian Wood
126979,15235,15235,Giannis,Antetokounmpo,6c60282d-165a-4cba-8e5a-4f2d9d4c5905,F,30,57.1,68.4,0.0,3,14,2,4,3,0,0,2,Bucks,0,1,109,35:11,19812,19812,9b2f7b03-a5de-4125-8eaf-f0c7f1f636c7,2018-12-25T17:00:00+00:00,Giannis Antetokounmpo
126981,15237,15237,Khris,Middleton,4c362eee-6474-40ea-b1b4-d8f917f95175,F,6,100.0,20.0,14.3,3,6,0,1,3,0,0,1,Bucks,0,1,109,29:28,19812,19812,9b2f7b03-a5de-4125-8eaf-f0c7f1f636c7,2018-12-25T17:00:00+00:00,Khris Middleton
126990,15246,15246,James,Harden,a52b2c84-9c3d-4d6e-8a3b-10e75d11c2bc,G,41,85.7,52.6,31.3,7,6,2,2,3,0,0,6,Rockets,1,1,113,38:48,18055,18500,2b921322-3c89-4cce-87aa-27610c5ef3f0,2018-12-25T20:00:00+00:00,James Harden
126993,15249,15249,Chris,Paul,942c53e3-7268-44e3-b0a9-fdff55a72c03,G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Rockets,1,1,113,00:00,18055,18500,2b921322-3c89-4cce-87aa-27610c5ef3f0,2018-12-25T20:00:00+00:00,Chris Paul
127000,15256,15256,Jayson,Tatum,98136da3-452f-49dc-a794-1ee9c76443f2,F,23,88.9,54.5,14.3,1,10,0,2,3,0,0,1,Celtics,1,1,121,38:10,18624,18624,94916f4f-adc1-4069-844c-e9258d6ec0ba,2018-12-25T22:30:00+00:00,Jayson Tatum
127002,15258,15258,Kyrie,Irving,dd146010-902b-4ad7-b98c-650d0363a2f0,G,40,100.0,52.2,50.0,2,10,4,1,3,0,0,2,Celtics,1,1,121,39:33,18624,18624,94916f4f-adc1-4069-844c-e9258d6ec0ba,2018-12-25T22:30:00+00:00,Kyrie Irving
127016,15272,15272,Joel,Embiid,bf9ad0fd-0cb8-4360-8970-5f1b5cf3fa8d,C,34,100.0,61.5,50.0,2,16,0,0,2,0,0,5,76ers,0,0,114,40:13,18624,18624,94916f4f-adc1-4069-844c-e9258d6ec0ba,2018-12-25T22:30:00+00:00,Joel Embiid
127027,15283,15283,Jimmy,Butler,0e163d44-67a7-4107-9421-5333600166bb,F,24,100.0,42.9,42.9,4,5,2,3,1,0,0,4,76ers,0,0,114,43:22,18624,18624,94916f4f-adc1-4069-844c-e9258d6ec0ba,2018-12-25T22:30:00+00:00,Jimmy Butler
127028,15284,15284,Ben,Simmons,318debd7-dab6-4d4e-8849-03c4c701a7c8,G,11,42.9,44.4,0.0,8,14,4,0,4,0,0,4,76ers,0,0,114,37:58,18624,18624,94916f4f-adc1-4069-844c-e9258d6ec0ba,2018-12-25T22:30:00+00:00,Ben Simmons
127056,15312,15312,LeBron,James,0afbe608-940a-4d5d-a1f7-468718c67d91,F,17,62.5,66.7,0.0,5,13,2,1,1,0,0,2,Lakers,0,1,127,21:15,19596,19596,ad83697b-5b9f-46e7-b03d-db389e03f59f,2018-12-26T01:00:00+00:00,LeBron James
127057,15313,15313,Ivica,Zubac,2da18268-82d4-4b40-a296-7ceddd435d0b,C,18,0.0,90.0,0.0,2,11,3,0,3,0,0,1,Lakers,0,1,127,30:40,19596,19596,ad83697b-5b9f-46e7-b03d-db389e03f59f,2018-12-26T01:00:00+00:00,Ivica Zubac
127070,15326,15326,Rudy,Gobert,37fbc3a5-0d10-4e22-803b-baa2ea0cdb12,C,18,44.4,70.0,0.0,0,14,4,1,3,0,0,3,Jazz,1,1,117,33:05,18306,18306,53109c3a-b621-4261-989e-8c90b8ebbc80,2018-12-26T03:30:00+00:00,Rudy Gobert
127071,15327,15327,Tony,Bradley,6130d33e-5725-4f5d-8f81-76ecd691a5b2,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Jazz,1,1,117,00:00,18306,18306,53109c3a-b621-4261-989e-8c90b8ebbc80,2018-12-26T03:30:00+00:00,Tony Bradley
127087,15343,15343,Damian,Lillard,5382cf43-3a79-4a5a-a7fd-153906fe65dd,G,20,0.0,43.8,40.0,4,5,2,0,3,0,0,1,Trail Blazers,0,0,96,34:18,18306,18306,53109c3a-b621-4261-989e-8c90b8ebbc80,2018-12-26T03:30:00+00:00,Damian Lillard
127099,15355,15355,Andre,Drummond,440b769d-2b8b-477f-80d7-cb21d83c0d52,C,16,100.0,54.5,0.0,4,11,3,3,5,0,1,4,Pistons,1,1,106,35:18,17534,20491,3ee6cf74-5656-477b-9eef-9f71c57169cb,2018-12-27T00:00:00+00:00,Andre Drummond
127115,15371,15371,Thomas,Bryant,030424b9-7367-45e1-b9d4-c8dee3a89e53,C,7,50.0,100.0,0.0,0,3,1,1,1,0,0,2,Wizards,0,0,95,13:31,17534,20491,3ee6cf74-5656-477b-9eef-9f71c57169cb,2018-12-27T00:00:00+00:00,Thomas Bryant
127121,15377,15377,Bradley,Beal,ff461754-ad20-4eeb-af02-2b46cc980b24,G,21,0.0,56.3,14.3,1,4,0,2,1,0,0,2,Wizards,0,0,95,44:54,17534,20491,3ee6cf74-5656-477b-9eef-9f71c57169cb,2018-12-27T00:00:00+00:00,Bradley Beal
127136,15392,15392,Nikola,Vucevic,7366b2b7-5959-4dd9-9204-760e861b3119,C,22,0.0,53.3,40.0,2,13,3,2,1,0,0,4,Magic,1,0,120,39:03,16755,18846,51aab4dc-9497-4041-82e6-126b723101fd,2018-12-27T00:00:00+00:00,Nikola Vucevic
127153,15409,15409,Deandre,Ayton,7ca4beac-bbd6-454f-b820-4e8442a3e1e5,C,8,0.0,57.1,0.0,3,12,3,0,2,0,0,3,Suns,0,1,122,34:04,16755,18846,51aab4dc-9497-4041-82e6-126b723101fd,2018-12-27T00:00:00+00:00,Deandre Ayton
127154,15410,15410,Devin,Booker,31baa84f-c759-4f92-8e1f-a92305ade3d6,G,35,80.0,50.0,62.5,8,7,0,2,3,0,1,5,Suns,0,1,122,39:52,16755,18846,51aab4dc-9497-4041-82e6-126b723101fd,2018-12-27T00:00:00+00:00,Devin Booker
127177,15433,15433,Bam,Adebayo,11c303dc-540c-4090-8e0c-76c2fb2c125a,C-F,2,0.0,33.3,0.0,0,3,0,0,3,0,0,0,Heat,1,0,104,17:17,19902,19600,095ea77c-b48e-4abf-bfba-4ab97d4281c8,2018-12-27T00:30:00+00:00,Bam Adebayo
127178,15434,15434,Hassan,Whiteside,3b8024e6-5872-4ceb-b675-415715527776,C,16,0.0,66.7,0.0,1,12,2,0,4,0,0,0,Heat,1,0,104,30:43,19902,19600,095ea77c-b48e-4abf-bfba-4ab97d4281c8,2018-12-27T00:30:00+00:00,Hassan Whiteside
127182,15438,15438,Chris,Boucher,f01d5d8d-f949-437a-a23f-3835c0939ced,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Raptors,0,1,106,00:00,19902,19600,095ea77c-b48e-4abf-bfba-4ab97d4281c8,2018-12-27T00:30:00+00:00,Chris Boucher
127183,15439,15439,Kawhi,Leonard,c12fb587-fc86-471c-8a84-19caf31325ce,F,30,90.9,46.7,40.0,2,8,3,2,0,0,0,2,Raptors,0,1,106,35:12,19902,19600,095ea77c-b48e-4abf-bfba-4ab97d4281c8,2018-12-27T00:30:00+00:00,Kawhi Leonard
127189,15445,15445,Jonas,Valanciunas,c8788ad2-89f7-4ec9-a22b-dcaf6190889b,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Raptors,0,1,106,00:00,19902,19600,095ea77c-b48e-4abf-bfba-4ab97d4281c8,2018-12-27T00:30:00+00:00,Jonas Valanciunas
127199,15455,15455,John,Collins,28a2e698-9f33-4d4d-9a5d-9bea66ee42a1,F,21,50.0,70.0,66.7,0,11,5,0,4,0,0,2,Hawks,1,0,121,27:04,15026,18118,2b828a28-9caf-4ffd-b826-f513ccb5dec5,2018-12-27T00:30:00+00:00,John Collins
127209,15465,15465,Trae,Young,cf418e0c-de9d-438f-a1ac-3be539a56c42,G,17,83.3,33.3,100.0,9,2,0,0,3,0,0,3,Hawks,1,0,121,27:51,15026,18118,2b828a28-9caf-4ffd-b826-f513ccb5dec5,2018-12-27T00:30:00+00:00,Trae Young
127226,15482,15482,Domantas,Sabonis,22038780-8c50-4211-a99e-656d983e5207,F,19,62.5,58.3,0.0,2,8,3,1,2,0,0,3,Pacers,0,1,129,29:18,15026,18118,2b828a28-9caf-4ffd-b826-f513ccb5dec5,2018-12-27T00:30:00+00:00,Domantas Sabonis
127233,15489,15489,Jarrett,Allen,a3fff5c7-19b6-4dac-bd75-11b944bea505,C,7,50.0,75.0,0.0,1,9,2,0,2,0,0,2,Nets,1,1,134,23:43,14309,17732,72eb9b20-102f-481b-9e5d-ae31eff4299d,2018-12-27T00:30:00+00:00,Jarrett Allen
127253,15509,15509,Kemba,Walker,a35ee8ed-f1db-4f7e-bb17-f823e8ee0b38,G,35,83.3,52.9,44.4,5,6,0,2,3,0,0,2,Hornets,0,0,132,44:25,14309,17732,72eb9b20-102f-481b-9e5d-ae31eff4299d,2018-12-27T00:30:00+00:00,Kemba Walker
127279,15535,15535,Derrick,Rose,48341095-ae5a-4d61-bcc8-1b0ceed870b2,G,24,100.0,71.4,20.0,8,3,0,2,0,0,0,2,Timberwolves,0,1,119,38:11,21852,20917,2bdc057b-4c35-4fb3-89ab-57c051dafb9f,2018-12-27T01:00:00+00:00,Derrick Rose
127280,15536,15536,Karl-Anthony,Towns,ab532a66-9314-4d57-ade7-bb54a70c65ad,C,20,66.7,54.5,100.0,4,20,4,0,3,0,0,3,Timberwolves,0,1,119,34:55,21852,20917,2bdc057b-4c35-4fb3-89ab-57c051dafb9f,2018-12-27T01:00:00+00:00,Karl-Anthony Towns
127338,15594,15594,Luka,Doncic,d2ee92e9-3e72-45eb-b156-2dc5adc1e6f7,G,21,91.7,62.5,0.0,10,9,1,1,2,0,0,1,Mavericks,1,1,122,31:21,20340,19200,01ad55b6-d033-42d6-b738-1262af32dbfa,2018-12-27T01:30:00+00:00,Luka Doncic
127339,15595,15595,DeAndre,Jordan,0036a1fa-ff9a-44a5-8061-68b828ee2b1e,C,20,75.0,100.0,0.0,2,12,1,0,2,0,1,3,Mavericks,1,1,122,30:08,20340,19200,01ad55b6-d033-42d6-b738-1262af32dbfa,2018-12-27T01:30:00+00:00,DeAndre Jordan
127358,15614,15614,Anthony,Davis,ea8826b8-1f76-4eab-b61e-ffcb176880f3,F,32,60.0,61.9,20.0,2,18,3,1,4,0,0,2,Pelicans,0,0,119,34:20,20340,19200,01ad55b6-d033-42d6-b738-1262af32dbfa,2018-12-27T01:30:00+00:00,Anthony Davis
127364,15620,15620,DeMar,DeRozan,5e86a9c3-b4d0-4fe1-a551-acd83e5d60eb,G,30,78.6,53.3,50.0,5,7,1,2,3,0,0,2,Spurs,1,1,111,37:40,18408,18581,8ec08f6c-5b39-4e2d-8ac7-4f827acb7bc6,2018-12-27T01:30:00+00:00,DeMar DeRozan
127388,15644,15644,Nikola,Jokic,f2625432-3903-4f90-9b0b-2e4f63856bb0,F,4,50.0,0.0,100.0,10,4,2,2,1,0,0,5,Nuggets,0,0,103,30:59,18408,18581,8ec08f6c-5b39-4e2d-8ac7-4f827acb7bc6,2018-12-27T01:30:00+00:00,Nikola Jokic
127410,15666,15666,Montrezl,Harrell,869c305c-3e1f-49e5-a59b-5f1e03d198f8,F-C,22,85.7,66.7,0.0,1,9,5,2,1,0,0,1,Clippers,1,1,127,27:29,19068,18997,46b214c7-76e3-4024-921b-21ee25209a32,2018-12-27T03:30:00+00:00,Montrezl Harrell
127426,15682,15682,De'Aaron,Fox,cfc1e41b-74ab-45ee-8132-aaf9ca7f8163,G,19,75.0,61.5,0.0,9,6,0,2,1,0,0,2,Kings,0,0,118,29:51,19068,18997,46b214c7-76e3-4024-921b-21ee25209a32,2018-12-27T03:30:00+00:00,De'Aaron Fox
127434,15690,15690,James,Harden,a52b2c84-9c3d-4d6e-8a3b-10e75d11c2bc,G,45,82.4,25.0,50.0,6,2,0,0,2,0,0,6,Rockets,1,1,127,38:31,18055,18500,6df758c5-03d4-4dd0-8150-56cbba51d765,2018-12-28T01:00:00+00:00,James Harden
127439,15695,15695,Clint,Capela,c37dafbb-a269-41f6-813f-bdb4da388203,C,24,75.0,64.3,0.0,0,19,9,0,2,0,1,3,Rockets,1,1,127,37:40,18055,18500,6df758c5-03d4-4dd0-8150-56cbba51d765,2018-12-28T01:00:00+00:00,Clint Capela
127451,15707,15707,Giannis,Antetokounmpo,6c60282d-165a-4cba-8e5a-4f2d9d4c5905,F,31,71.4,56.3,25.0,8,14,2,1,3,0,1,6,Bucks,1,1,112,34:42,18058,17500,e037fd36-8ec8-4ced-99c4-537cca2d5184,2018-12-28T01:00:00+00:00,Giannis Antetokounmpo
127455,15711,15711,Khris,Middleton,4c362eee-6474-40ea-b1b4-d8f917f95175,F,25,100.0,64.3,33.3,5,6,1,0,1,0,0,2,Bucks,1,1,112,32:35,18058,17500,e037fd36-8ec8-4ced-99c4-537cca2d5184,2018-12-28T01:00:00+00:00,Khris Middleton
127456,15712,15712,Christian,Wood,98100660-988b-4e71-a89e-f35839964483,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Bucks,1,1,112,00:00,18058,17500,e037fd36-8ec8-4ced-99c4-537cca2d5184,2018-12-28T01:00:00+00:00,Christian Wood
127468,15724,15724,Mitchell,Robinson,97e25d19-7c5c-49f9-91c0-5cd9b9cebdcb,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Knicks,0,0,96,00:00,18058,17500,e037fd36-8ec8-4ced-99c4-537cca2d5184,2018-12-28T01:00:00+00:00,Mitchell Robinson
127471,15727,15727,Enes,Kanter,5fb038ef-a3bf-4f52-afce-4f5bd074bb88,C,8,0.0,44.4,0.0,0,5,2,1,2,0,2,1,Knicks,0,0,96,14:26,18058,17500,e037fd36-8ec8-4ced-99c4-537cca2d5184,2018-12-28T01:00:00+00:00,Enes Kanter
127473,15729,15729,Kristaps,Porzingis,3c5901ef-af1d-441d-aeed-8e0a93cead49,F-C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Knicks,0,0,96,00:00,18058,17500,e037fd36-8ec8-4ced-99c4-537cca2d5184,2018-12-28T01:00:00+00:00,Kristaps Porzingis
127482,15738,15738,De'Aaron,Fox,cfc1e41b-74ab-45ee-8132-aaf9ca7f8163,G,15,75.0,35.3,0.0,12,9,3,2,3,0,0,4,Kings,1,1,117,34:56,17583,17608,c27504db-2eaf-4067-8a22-54fed017fad2,2018-12-28T03:00:00+00:00,De'Aaron Fox
127493,15749,15749,Ivica,Zubac,2da18268-82d4-4b40-a296-7ceddd435d0b,C,6,0.0,37.5,0.0,0,5,2,0,2,0,0,1,Lakers,0,0,116,20:14,17583,17608,c27504db-2eaf-4067-8a22-54fed017fad2,2018-12-28T03:00:00+00:00,Ivica Zubac
127507,15763,15763,LeBron,James,0afbe608-940a-4d5d-a1f7-468718c67d91,F-G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Lakers,0,0,116,00:00,17583,17608,c27504db-2eaf-4067-8a22-54fed017fad2,2018-12-28T03:00:00+00:00,LeBron James
127525,15781,15781,Damian,Lillard,5382cf43-3a79-4a5a-a7fd-153906fe65dd,G,21,100.0,33.3,37.5,5,1,0,1,2,0,1,1,Trail Blazers,0,1,110,41:19,19596,19596,89669a3a-2a8c-4c38-90a4-5a007c195682,2018-12-28T03:30:00+00:00,Damian Lillard
127540,15796,15796,Rudy,Gobert,37fbc3a5-0d10-4e22-803b-baa2ea0cdb12,C,17,87.5,55.6,0.0,5,15,5,2,2,0,0,3,Jazz,1,0,97,36:22,18306,18306,e710d396-9b85-4b24-b9e5-78a69f814a6e,2018-12-28T03:30:00+00:00,Rudy Gobert
127551,15807,15807,Tony,Bradley,6130d33e-5725-4f5d-8f81-76ecd691a5b2,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Jazz,1,0,97,00:00,18306,18306,e710d396-9b85-4b24-b9e5-78a69f814a6e,2018-12-28T03:30:00+00:00,Tony Bradley
127560,15816,15816,Joel,Embiid,bf9ad0fd-0cb8-4360-8970-5f1b5cf3fa8d,C,23,75.0,63.6,33.3,6,15,2,0,6,0,0,4,76ers,0,1,114,32:33,18306,18306,e710d396-9b85-4b24-b9e5-78a69f814a6e,2018-12-28T03:30:00+00:00,Joel Embiid
127569,15825,15825,Jimmy,Butler,0e163d44-67a7-4107-9421-5333600166bb,F,19,100.0,54.5,50.0,1,1,0,3,3,0,0,0,76ers,0,1,114,35:56,18306,18306,e710d396-9b85-4b24-b9e5-78a69f814a6e,2018-12-28T03:30:00+00:00,Jimmy Butler
127571,15827,15827,Ben,Simmons,318debd7-dab6-4d4e-8849-03c4c701a7c8,G,13,50.0,46.2,0.0,12,14,6,3,1,0,0,7,76ers,0,1,114,31:13,18306,18306,e710d396-9b85-4b24-b9e5-78a69f814a6e,2018-12-28T03:30:00+00:00,Ben Simmons
127577,15833,15833,Bradley,Beal,ff461754-ad20-4eeb-af02-2b46cc980b24,G,34,80.0,52.9,40.0,5,7,3,2,3,0,0,3,Wizards,1,0,92,37:59,20409,20356,14fd0ccd-d20a-4663-a0ba-69b1b0c39de0,2018-12-29T00:00:00+00:00,Bradley Beal
127588,15844,15844,Thomas,Bryant,030424b9-7367-45e1-b9d4-c8dee3a89e53,C,12,80.0,50.0,0.0,2,8,2,1,1,0,0,0,Wizards,1,0,92,29:37,20409,20356,14fd0ccd-d20a-4663-a0ba-69b1b0c39de0,2018-12-29T00:00:00+00:00,Thomas Bryant
127613,15869,15869,Nikola,Vucevic,7366b2b7-5959-4dd9-9204-760e861b3119,C,30,75.0,75.0,0.0,8,19,4,2,1,0,0,1,Magic,1,1,116,33:22,18846,18846,6f4de8a9-2fbb-45e5-9714-415464132bbb,2018-12-29T00:00:00+00:00,Nikola Vucevic
127625,15881,15881,Chris,Boucher,f01d5d8d-f949-437a-a23f-3835c0939ced,F,9,0.0,0.0,100.0,0,1,0,1,1,0,0,0,Raptors,0,0,87,9:10,18846,18846,6f4de8a9-2fbb-45e5-9714-415464132bbb,2018-12-29T00:00:00+00:00,Chris Boucher
127636,15892,15892,Kawhi,Leonard,c12fb587-fc86-471c-8a84-19caf31325ce,F,21,100.0,35.7,40.0,1,6,2,0,0,0,0,1,Raptors,0,0,87,29:26,18846,18846,6f4de8a9-2fbb-45e5-9714-415464132bbb,2018-12-29T00:00:00+00:00,Kawhi Leonard
127637,15893,15893,Jonas,Valanciunas,c8788ad2-89f7-4ec9-a22b-dcaf6190889b,C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Raptors,0,0,87,00:00,18846,18846,6f4de8a9-2fbb-45e5-9714-415464132bbb,2018-12-29T00:00:00+00:00,Jonas Valanciunas
127649,15905,15905,Kemba,Walker,a35ee8ed-f1db-4f7e-bb17-f823e8ee0b38,G,29,0.0,50.0,58.3,3,4,0,1,4,0,0,2,Hornets,1,1,100,35:39,19411,19077,8ee98dfe-b581-4c3e-a82b-d01f70984c30,2018-12-29T00:00:00+00:00,Kemba Walker
127660,15916,15916,Jarrett,Allen,a3fff5c7-19b6-4dac-bd75-11b944bea505,C,8,75.0,12.5,0.0,0,10,6,1,2,0,0,5,Nets,0,0,87,17:04,19411,19077,8ee98dfe-b581-4c3e-a82b-d01f70984c30,2018-12-29T00:00:00+00:00,Jarrett Allen
127675,15931,15931,Domantas,Sabonis,22038780-8c50-4211-a99e-656d983e5207,F,19,75.0,72.7,0.0,3,11,2,0,5,0,0,4,Pacers,1,1,125,25:42,17923,20000,8f60b9e4-6734-4085-8bee-4686b7b70db5,2018-12-29T00:00:00+00:00,Domantas Sabonis
127704,15960,15960,Andre,Drummond,440b769d-2b8b-477f-80d7-cb21d83c0d52,C,12,0.0,60.0,0.0,0,12,6,1,3,0,0,3,Pistons,0,0,88,25:39,17923,20000,8f60b9e4-6734-4085-8bee-4686b7b70db5,2018-12-29T00:00:00+00:00,Andre Drummond
127705,15961,15961,Karl-Anthony,Towns,ab532a66-9314-4d57-ade7-bb54a70c65ad,C,31,66.7,69.2,25.0,5,19,7,1,3,0,0,4,Timberwolves,1,0,120,42:38,18978,19356,455a7411-5377-42a0-bd61-188b8952d796,2018-12-29T01:00:00+00:00,Karl-Anthony Towns
127711,15967,15967,Derrick,Rose,48341095-ae5a-4d61-bcc8-1b0ceed870b2,G,25,66.7,36.8,60.0,9,3,1,2,3,0,0,2,Timberwolves,1,0,120,38:46,18978,19356,455a7411-5377-42a0-bd61-188b8952d796,2018-12-29T01:00:00+00:00,Derrick Rose
127728,15984,15984,Trae,Young,cf418e0c-de9d-438f-a1ac-3be539a56c42,G,16,100.0,60.0,100.0,11,4,1,1,2,0,0,5,Hawks,0,1,123,30:15,18978,19356,455a7411-5377-42a0-bd61-188b8952d796,2018-12-29T01:00:00+00:00,Trae Young
127735,15991,15991,John,Collins,28a2e698-9f33-4d4d-9a5d-9bea66ee42a1,F,21,60.0,69.2,0.0,4,10,5,0,5,0,0,2,Hawks,0,1,123,39:10,18978,19356,455a7411-5377-42a0-bd61-188b8952d796,2018-12-29T01:00:00+00:00,John Collins
127744,16000,16000,Anthony,Davis,ea8826b8-1f76-4eab-b61e-ffcb176880f3,F,48,72.7,66.7,0.0,4,17,7,2,3,0,0,1,Pelicans,1,1,114,42:58,18364,16867,474c0cec-6cae-4144-8f85-98ffedac6126,2018-12-29T01:00:00+00:00,Anthony Davis
127756,16012,16012,Luka,Doncic,d2ee92e9-3e72-45eb-b156-2dc5adc1e6f7,G,34,53.8,50.0,70.0,3,2,1,0,0,0,0,4,Mavericks,0,0,112,33:33,18364,16867,474c0cec-6cae-4144-8f85-98ffedac6126,2018-12-29T01:00:00+00:00,Luka Doncic
127763,16019,16019,DeAndre,Jordan,0036a1fa-ff9a-44a5-8061-68b828ee2b1e,C,9,60.0,100.0,0.0,1,15,4,0,4,0,0,3,Mavericks,0,0,112,34:46,18364,16867,474c0cec-6cae-4144-8f85-98ffedac6126,2018-12-29T01:00:00+00:00,DeAndre Jordan
127783,16039,16039,Bam,Adebayo,11c303dc-540c-4090-8e0c-76c2fb2c125a,C-F,18,100.0,100.0,0.0,5,9,4,0,4,0,0,1,Heat,1,1,118,30:09,19617,19600,bce3d8a0-e00a-44af-9aba-e193c5b6a7ae,2018-12-29T01:00:00+00:00,Bam Adebayo
127784,16040,16040,Hassan,Whiteside,3b8024e6-5872-4ceb-b675-415715527776,C,12,50.0,62.5,0.0,1,4,2,0,4,0,0,0,Heat,1,1,118,17:51,19617,19600,bce3d8a0-e00a-44af-9aba-e193c5b6a7ae,2018-12-29T01:00:00+00:00,Hassan Whiteside
127812,16068,16068,Nikola,Jokic,f2625432-3903-4f90-9b0b-2e4f63856bb0,F,21,0.0,90.0,25.0,9,9,0,0,6,0,0,6,Nuggets,1,1,102,36:56,20076,19520,41562db1-d32d-4b05-a887-a42e04d31f9f,2018-12-29T02:00:00+00:00,Nikola Jokic
127827,16083,16083,DeMar,DeRozan,5e86a9c3-b4d0-4fe1-a551-acd83e5d60eb,F,15,50.0,50.0,0.0,5,5,0,1,3,0,0,3,Spurs,0,0,99,37:39,20076,19520,41562db1-d32d-4b05-a887-a42e04d31f9f,2018-12-29T02:00:00+00:00,DeMar DeRozan
127845,16101,16101,Devin,Booker,31baa84f-c759-4f92-8e1f-a92305ade3d6,G,25,87.5,35.3,40.0,10,7,0,3,5,0,0,2,Suns,1,0,102,32:55,18055,18422,9f679dab-1966-4778-b21b-6f4efcac4a93,2018-12-29T02:00:00+00:00,Devin Booker
127846,16102,16102,Deandre,Ayton,7ca4beac-bbd6-454f-b820-4e8442a3e1e5,C,16,0.0,61.5,0.0,1,9,4,3,0,0,0,0,Suns,1,0,102,32:23,18055,18422,9f679dab-1966-4778-b21b-6f4efcac4a93,2018-12-29T02:00:00+00:00,Deandre Ayton
127856,16112,16112,Nerlens,Noel,2012f4fd-98e0-4080-98a7-0cfb9de87067,F-C,0,0.0,0.0,0.0,2,3,0,4,1,0,0,0,Thunder,0,1,118,12:38,18055,18422,9f679dab-1966-4778-b21b-6f4efcac4a93,2018-12-29T02:00:00+00:00,Nerlens Noel
127859,16115,16115,Russell,Westbrook,74a45eed-f2b0-4886-ae71-d04cf7d59528,G,40,50.0,63.6,42.9,8,12,2,0,3,0,0,6,Thunder,0,1,118,39:02,18055,18422,9f679dab-1966-4778-b21b-6f4efcac4a93,2018-12-29T02:00:00+00:00,Russell Westbrook
127862,16118,16118,Paul,George,db09f372-9a17-4889-add7-bf8a75ab6da6,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Thunder,0,1,118,00:00,18055,18422,9f679dab-1966-4778-b21b-6f4efcac4a93,2018-12-29T02:00:00+00:00,Paul George
127868,16124,16124,Steven,Adams,a208e22a-6b63-45f9-b7c6-bf913a68f3df,C,12,66.7,50.0,0.0,3,13,4,3,3,0,0,1,Thunder,0,1,118,35:22,18055,18422,9f679dab-1966-4778-b21b-6f4efcac4a93,2018-12-29T02:00:00+00:00,Steven Adams
127874,16130,16130,Ivica,Zubac,2da18268-82d4-4b40-a296-7ceddd435d0b,C,7,100.0,12.5,0.0,3,2,2,0,3,0,0,2,Lakers,1,0,107,19:12,18997,18997,09fc7e15-9604-41ad-a62c-2195c672ab62,2018-12-29T03:30:00+00:00,Ivica Zubac
127877,16133,16133,LeBron,James,0afbe608-940a-4d5d-a1f7-468718c67d91,F-G,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Lakers,1,0,107,00:00,18997,18997,09fc7e15-9604-41ad-a62c-2195c672ab62,2018-12-29T03:30:00+00:00,LeBron James
127890,16146,16146,Montrezl,Harrell,869c305c-3e1f-49e5-a59b-5f1e03d198f8,F-C,12,0.0,66.7,0.0,0,4,2,2,5,0,0,2,Clippers,0,1,118,20:36,18997,18997,09fc7e15-9604-41ad-a62c-2195c672ab62,2018-12-29T03:30:00+00:00,Montrezl Harrell
127909,16165,16165,Khris,Middleton,4c362eee-6474-40ea-b1b4-d8f917f95175,F,29,100.0,77.8,66.7,7,4,0,1,2,0,0,0,Bucks,1,1,129,34:48,17918,17500,ff5c1f2b-cec6-48e4-bf05-09a211610d20,2018-12-29T22:00:00+00:00,Khris Middleton
127915,16171,16171,Christian,Wood,98100660-988b-4e71-a89e-f35839964483,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Bucks,1,1,129,00:00,17918,17500,ff5c1f2b-cec6-48e4-bf05-09a211610d20,2018-12-29T22:00:00+00:00,Christian Wood
127921,16177,16177,Giannis,Antetokounmpo,6c60282d-165a-4cba-8e5a-4f2d9d4c5905,F,31,60.0,78.6,66.7,10,10,2,2,2,0,0,4,Bucks,1,1,129,34:20,17918,17500,ff5c1f2b-cec6-48e4-bf05-09a211610d20,2018-12-29T22:00:00+00:00,Giannis Antetokounmpo
